,MA1_9,MA2_9,MA3_9,MA1_12,MA2_12,MA3_12,MOM(1),MOM(2),MOM(3),MOM(6),MOM(9),MOM(12)
2014,1,1,1,1,1,1,0,0,0,0,0,0
2015,1,1,1,1,1,1,0,0,0,0,0,0
2016,1,1,1,1,1,1,0,0,0,0,0,0
2017,1,1,1,1,1,1,1,0,0,0,0,0
2018,1,1,1,1,1,1,1,1,0,0,0,0
2019,1,1,1,1,1,1,0,0,0,0,0,0
2020,1,1,1,1,1,1,1,0,0,0,0,0
2021,1,1,1,1,1,1,0,0,0,0,0,0
2022,1,1,1,1,1,1,0,0,0,0,0,0
2023,1,1,1,1,1,1,1,1,0,0,0,0
2024,1,1,1,1,1,1,1,1,1,0,0,0
2025,0,1,1,1,1,1,1,1,1,1,0,0
2026,1,1,1,1,1,1,0,0,0,0,0,0
2027,1,1,1,1,1,1,0,0,0,0,0,0
2028,1,1,1,1,1,1,0,0,0,0,0,0
2029,1,1,1,1,1,1,0,0,0,0,0,0
2030,1,1,1,1,1,1,0,0,0,0,0,0
2031,1,1,1,1,1,1,1,0,0,0,0,0
2032,1,1,1,1,1,1,1,1,1,0,0,0
2033,0,0,1,0,0,1,1,1,1,1,0,1
2034,0,0,0,0,0,0,0,1,1,1,0,0
2035,1,1,0,1,1,1,0,0,0,0,0,0
2036,1,1,1,1,1,1,1,0,0,1,0,0
2037,0,0,1,0,1,1,1,1,0,1,1,0
2038,1,0,1,1,0,1,0,1,1,0,0,0
2039,0,0,0,0,0,0,1,1,1,0,1,1
2040,0,0,0,0,0,0,1,1,1,1,1,1
2041,0,0,0,0,0,0,1,1,1,1,1,1
2042,0,0,0,0,0,0,1,1,1,1,1,1
2043,0,0,0,0,0,0,0,1,1,1,1,1
2044,1,0,0,0,0,0,0,0,0,1,1,1
2045,0,1,0,0,0,0,1,0,0,1,1,1
2046,1,1,1,1,1,1,0,0,0,0,0,0
2047,1,1,1,1,1,1,1,0,0,0,1,1
2048,1,1,1,0,1,1,1,1,0,0,1,1
2049,0,0,1,0,0,0,1,1,1,0,1,1
2050,0,0,0,0,0,0,0,1,1,1,0,1
2051,0,0,0,0,0,0,1,1,1,1,0,1
2052,0,0,0,1,0,0,0,1,0,1,0,1
2053,1,0,0,1,1,0,0,0,0,1,1,0
2054,0,0,0,0,0,0,1,1,0,1,1,0
2055,0,0,0,0,0,0,1,1,1,1,1,0
2056,0,0,0,0,0,0,1,1,1,1,1,1
2057,0,0,0,0,0,0,0,1,1,1,1,1
2058,0,0,0,0,0,0,0,0,1,1,1,1
2059,0,0,0,0,0,0,0,0,0,1,1,1
2060,0,0,0,0,0,0,1,1,1,1,1,1
2061,0,0,0,0,0,0,1,1,1,1,1,1
2062,0,0,0,0,0,0,0,1,1,1,1,1
2063,0,0,0,0,0,0,0,0,0,1,1,1
2064,1,1,0,1,1,0,0,0,0,0,1,1
2065,1,1,1,1,1,1,0,0,0,0,0,1
2066,1,1,1,1,1,1,0,0,0,0,0,0
2067,1,1,1,1,1,1,0,0,0,0,0,0
2068,1,1,1,1,1,1,1,1,0,0,0,0
2069,1,1,1,1,1,1,0,0,0,0,0,0
2070,1,1,1,1,1,1,0,0,0,0,0,0
2071,1,1,1,1,1,1,0,0,0,0,0,0
2072,1,1,1,1,1,1,1,1,1,0,0,0
2073,1,1,1,1,1,1,0,1,1,0,0,0
2074,1,1,1,1,1,1,1,1,1,0,0,0
2075,1,1,1,1,1,1,0,0,0,1,0,0
2076,0,0,0,0,0,0,1,1,1,1,1,0
2077,0,0,0,0,0,0,0,1,1,1,0,0
2078,0,0,0,0,0,0,1,0,1,1,1,0
2079,0,0,0,0,0,0,1,1,0,1,1,1
2080,0,0,0,0,0,0,1,1,1,1,1,1
2081,0,0,0,0,0,0,0,0,1,1,1,1
2082,1,0,0,0,0,0,0,0,0,0,1,1
2083,1,1,1,1,1,0,0,0,0,0,0,1
2084,1,1,1,1,1,1,1,0,0,0,0,0
2085,1,1,1,1,1,1,1,1,0,0,0,1
2086,1,1,1,1,1,1,0,1,1,0,0,0
2087,0,1,1,1,1,1,1,1,1,0,0,1
2088,0,0,1,0,0,1,1,1,1,0,0,0
2089,0,0,0,0,0,0,1,1,1,1,1,1
2090,0,0,0,0,0,0,1,1,1,1,1,1
2091,0,0,0,0,0,0,0,1,1,1,1,1
2092,0,0,0,0,0,0,1,0,1,1,1,1
2093,0,0,0,0,0,0,1,1,1,1,1,1
2094,0,0,0,0,0,0,0,1,1,1,1,1
2095,0,0,0,0,0,0,0,0,1,1,1,1
2096,0,0,0,0,0,0,1,1,0,1,1,1
2097,0,0,0,0,0,0,0,1,1,1,1,1
2098,1,1,1,1,1,1,0,0,0,0,0,0
2099,1,1,1,1,1,1,1,0,0,0,0,0
2100,1,1,1,1,1,1,0,1,0,0,0,0
2101,1,1,1,1,1,1,1,1,1,0,0,0
2102,0,0,0,0,0,0,1,1,1,1,1,1
2103,0,0,0,0,0,0,1,1,1,1,1,1
2104,0,0,0,0,0,0,1,1,1,1,1,1
2105,0,0,0,0,0,0,0,0,0,1,1,1
2106,0,0,0,0,0,0,0,0,0,1,1,1
2107,0,0,0,0,0,0,1,1,1,1,1,1
2108,0,0,0,0,0,0,0,1,1,1,1,1
2109,0,0,0,0,0,0,1,1,1,1,1,1
2110,0,0,0,0,0,0,1,1,1,1,1,1
2111,0,0,0,0,0,0,1,1,1,1,1,1
2112,0,0,0,0,0,0,1,1,1,1,1,1
2113,0,0,0,0,0,0,0,0,1,1,1,1
2114,0,0,0,0,0,0,1,1,1,1,1,1
2115,0,0,0,0,0,0,1,1,1,1,1,1
2116,0,0,0,0,0,0,1,1,1,1,1,1
2117,0,0,0,0,0,0,0,1,1,1,1,1
2118,1,0,0,0,0,0,0,0,0,1,1,1
2119,1,1,0,1,0,0,0,0,0,1,1,1
2120,1,1,1,1,1,1,0,0,0,0,0,1
2121,1,1,1,0,1,1,1,1,1,0,1,1
2122,0,1,1,0,0,1,1,1,1,0,1,1
2123,1,1,1,1,0,0,0,1,1,0,1,1
2124,1,1,1,1,1,1,0,0,0,1,0,1
2125,0,0,0,0,1,1,1,1,1,1,0,1
2126,0,0,0,0,0,0,1,1,1,1,1,1
2127,0,0,0,0,0,0,0,1,1,1,1,1
2128,0,0,0,0,0,0,0,0,1,1,1,0
2129,0,0,0,0,0,0,1,1,1,1,1,1
2130,0,0,0,0,0,0,1,1,1,1,1,1
2131,0,0,0,0,0,0,0,1,1,1,1,1
2132,0,0,0,0,0,0,0,0,1,1,1,1
2133,1,1,0,0,0,0,0,0,0,0,1,1
2134,0,1,1,0,0,0,1,1,0,1,1,1
2135,0,0,0,0,0,0,1,1,1,1,1,1
2136,0,0,0,0,0,0,1,1,1,1,1,1
2137,0,0,0,0,0,0,0,1,1,1,1,1
2138,0,0,0,0,0,0,0,0,0,1,1,1
2139,1,1,0,1,1,0,0,0,0,1,0,1
2140,1,1,1,1,1,1,0,0,0,0,0,1
2141,1,1,1,1,1,1,1,1,0,0,1,1
2142,0,1,1,0,1,1,1,1,1,0,1,1
2143,1,1,1,0,0,0,0,1,1,0,1,1
2144,1,1,0,0,0,0,0,0,1,0,0,1
2145,1,1,0,1,1,1,0,0,0,1,0,1
2146,1,1,0,1,1,1,0,0,0,1,0,1
2147,1,1,1,1,1,1,0,0,0,0,0,0
2148,0,1,1,0,1,1,1,1,1,0,1,0
2149,0,0,0,0,0,0,1,1,1,1,1,0
2150,0,0,0,0,0,0,0,1,1,1,1,1
2151,0,0,0,0,0,0,1,1,1,1,1,1
2152,0,0,0,0,0,0,1,1,1,1,1,1
2153,0,0,0,0,0,0,1,1,1,1,1,1
2154,0,0,0,0,0,0,1,1,1,1,1,1
2155,0,0,0,0,0,0,1,1,1,1,1,1
2156,0,0,0,0,0,0,0,1,1,1,1,1
2157,0,0,0,0,0,0,0,0,1,1,1,1
2158,1,0,0,0,0,0,0,0,0,1,1,1
2159,1,1,1,1,0,0,0,0,0,0,1,1
2160,1,1,1,1,1,1,0,0,0,0,1,1
2161,1,1,1,1,1,1,0,0,0,0,1,1
2162,1,1,1,1,1,1,1,0,0,0,0,1
2163,1,1,1,1,1,1,0,0,0,0,0,1
2164,1,1,1,1,1,1,1,1,1,0,0,1
2165,0,0,1,1,1,1,1,1,1,1,0,0
2166,0,0,0,0,1,1,1,1,1,1,0,0
2167,0,0,0,1,1,0,0,0,0,1,0,0
2168,1,1,0,1,1,0,0,0,0,1,0,0
2169,0,0,0,0,0,0,1,1,0,1,1,0
2170,0,0,0,0,0,0,1,1,1,1,1,1
2171,0,0,0,0,0,0,1,1,1,1,1,1
2172,0,0,0,0,0,0,0,0,1,1,1,1
2173,0,0,0,0,0,0,1,0,1,1,1,1
2174,0,0,0,0,0,0,0,0,0,1,1,1
2175,1,1,0,1,1,0,0,0,0,0,0,1
2176,1,1,1,1,1,1,1,0,0,0,1,1
2177,1,1,1,1,1,1,0,0,0,0,1,0
2178,1,1,1,1,1,1,1,0,0,0,0,0
2179,1,1,1,1,1,1,1,1,1,0,0,1
2180,1,1,1,1,1,1,0,1,1,0,0,1
2181,1,1,1,1,1,1,0,0,0,0,0,0
2182,0,1,1,1,1,1,1,1,0,0,0,0
2183,0,0,0,0,0,1,1,1,1,1,0,0
2184,0,0,0,0,0,0,1,1,1,1,1,1
2185,0,0,0,0,0,0,1,1,1,1,1,1
2186,0,0,0,0,0,0,0,0,1,1,1,1
2187,0,0,0,0,0,0,0,0,0,1,1,1
2188,0,0,0,0,0,0,1,0,0,1,1,1
2189,1,1,1,1,1,0,0,0,0,0,0,1
2190,1,1,1,1,1,1,1,0,0,0,1,1
2191,1,1,1,1,1,1,0,0,0,0,0,0
2192,1,1,1,1,1,1,0,0,0,0,0,0
2193,1,1,1,1,1,1,0,0,0,0,0,0
2194,1,1,1,1,1,1,0,0,0,0,0,0
2195,1,1,1,1,1,1,1,0,0,0,0,0
2196,1,1,1,1,1,1,0,0,0,0,0,0
2197,1,1,1,1,1,1,1,0,1,0,0,0
2198,1,1,1,1,1,1,0,1,0,0,0,0
2199,1,1,1,1,1,1,0,0,0,0,0,0
2200,1,1,1,1,1,1,0,0,0,0,0,0
2201,1,1,1,1,1,1,1,0,0,0,0,0
2202,1,1,1,1,1,1,1,1,0,0,0,0
2203,1,1,1,1,1,1,0,1,1,0,0,0
2204,1,1,1,1,1,1,0,0,1,0,0,0
2205,0,1,1,0,1,1,1,1,1,1,0,0
2206,0,0,0,1,1,1,0,1,0,1,0,0
2207,0,0,0,0,0,0,1,0,1,1,0,0
2208,0,0,0,0,0,0,0,1,0,0,0,0
2209,0,0,0,0,0,0,1,0,1,1,1,0
2210,0,0,0,0,0,0,1,1,1,1,1,0
2211,0,0,0,0,0,0,1,1,1,1,1,1
2212,0,0,0,0,0,0,0,1,1,1,1,1
2213,1,1,0,1,0,0,0,0,0,0,1,1
2214,1,1,1,1,1,1,0,0,0,0,0,0
2215,1,1,1,1,1,1,0,0,0,0,0,0
2216,1,1,1,1,1,1,0,0,0,0,0,0
2217,1,1,1,1,1,1,1,0,0,0,0,0
2218,1,1,1,1,1,1,1,1,0,0,0,0
2219,0,1,1,1,1,1,1,1,1,0,0,0
2220,0,0,1,1,1,1,1,1,1,0,0,0
2221,1,0,0,1,1,1,0,0,1,1,0,0
2222,0,0,0,0,0,0,1,1,1,1,1,1
2223,0,0,0,0,0,0,1,1,1,1,1,0
2224,0,0,0,0,0,0,0,1,1,1,1,1
2225,0,0,0,0,0,0,0,0,0,1,1,0
2226,0,0,0,0,0,0,1,1,0,1,1,1
2227,0,0,0,0,0,0,1,1,1,1,1,1
2228,0,0,0,0,0,0,1,1,1,1,1,1
2229,0,0,0,0,0,0,0,1,1,1,1,1
2230,0,0,0,0,0,0,0,0,1,1,1,1
2231,0,0,0,0,0,0,1,0,0,1,1,1
2232,0,0,0,0,0,0,1,1,1,1,1,1
2233,0,0,0,0,0,0,1,1,1,1,1,1
2234,1,0,0,1,0,0,0,0,0,0,1,1
2235,1,1,1,1,1,0,0,0,0,0,1,0
2236,1,1,1,1,1,1,0,0,0,0,0,0
2237,1,1,1,1,1,1,0,0,0,0,0,0
2238,1,1,1,1,1,1,0,0,0,0,0,0
2239,1,1,1,1,1,1,1,1,0,0,0,0
2240,1,1,1,1,1,1,1,1,1,0,0,0
2241,1,1,1,1,1,1,1,1,1,0,0,0
2242,0,0,0,0,1,1,1,1,1,1,0,0
2243,0,0,0,1,1,1,0,0,0,1,0,0
2244,0,0,0,0,1,0,1,0,1,1,0,0
2245,0,0,0,0,0,0,1,1,1,1,1,0
2246,0,0,0,0,0,0,1,1,1,1,1,1
2247,0,0,0,0,0,0,1,1,1,1,1,1
2248,0,0,0,0,0,0,1,1,1,1,1,1
2249,0,0,0,0,0,0,0,0,1,1,1,1
2250,0,0,0,0,0,0,1,1,1,1,1,1
2251,0,0,0,0,0,0,1,1,1,1,1,1
2252,0,0,0,0,0,0,1,1,1,1,1,1
2253,0,0,0,0,0,0,0,0,1,1,1,1
2254,1,0,0,0,0,0,0,0,0,1,1,1
2255,1,1,0,0,0,0,1,0,0,1,1,1
2256,1,1,1,1,1,1,0,0,0,0,0,1
2257,1,1,1,1,1,1,1,0,0,0,0,1
2258,1,1,1,1,1,1,0,0,0,0,0,1
2259,1,1,1,1,1,1,0,0,0,0,0,0
2260,1,1,1,1,1,1,1,0,0,0,0,0
2261,1,1,1,1,1,1,0,0,0,0,0,0
2262,1,1,1,1,1,1,1,1,1,0,0,0
2263,1,1,1,1,1,1,0,1,0,0,0,0
2264,1,1,1,1,1,1,0,0,1,0,0,0
2265,0,1,1,1,1,1,1,1,1,1,0,0
2266,0,0,0,0,0,1,1,1,1,1,0,0
2267,0,0,0,0,0,0,1,1,1,1,1,0
2268,0,0,0,0,0,0,0,0,1,1,1,0
2269,0,0,0,0,0,0,1,0,1,1,1,0
2270,1,0,0,0,0,0,0,0,0,1,1,0
2271,1,1,1,1,1,1,0,0,0,0,0,0
2272,1,1,1,1,1,1,0,0,0,0,0,0
2273,1,1,1,1,1,1,1,0,0,0,0,0
2274,1,1,1,1,1,1,0,0,0,0,0,0
2275,1,1,1,1,1,1,1,1,1,0,0,0
2276,1,1,1,1,1,1,0,1,1,0,0,0
2277,1,1,1,1,1,1,0,0,1,0,0,0
2278,1,1,1,1,1,1,1,0,0,1,0,0
2279,1,1,1,1,1,1,0,1,0,1,0,0
2280,1,1,1,1,1,1,0,0,0,0,0,0
2281,1,1,1,1,1,1,1,0,0,0,0,0
2282,1,1,1,1,1,1,1,1,0,0,0,0
2283,0,0,1,0,0,1,1,1,1,1,1,0
2284,0,0,0,0,0,0,1,1,1,1,0,1
2285,0,0,0,0,0,0,1,1,1,1,1,1
2286,0,0,0,0,0,0,1,1,1,1,1,1
2287,0,0,0,0,0,0,1,1,1,1,1,1
2288,0,0,0,0,0,0,1,1,1,1,1,1
2289,0,0,0,0,0,0,0,1,1,1,1,1
2290,0,0,0,0,0,0,1,1,1,1,1,1
2291,0,0,0,0,0,0,0,0,0,1,1,1
2292,0,0,0,0,0,0,1,0,0,1,1,1
2293,0,0,0,0,0,0,1,1,0,1,1,1
2294,0,0,0,0,0,0,0,1,1,0,1,1
2295,1,1,1,1,0,0,0,0,0,0,0,1
2296,1,1,1,1,1,1,1,0,0,0,0,1
2297,0,1,1,0,1,1,1,1,1,1,0,1
2298,0,0,0,0,0,1,1,1,1,1,1,1
2299,1,0,0,1,0,0,0,0,1,0,0,0
2300,0,0,0,0,0,0,1,1,1,1,1,1
2301,0,0,0,0,0,0,1,1,1,1,1,1
2302,0,0,0,0,0,0,1,1,1,1,1,1
2303,0,0,0,0,0,0,0,1,1,1,1,1
2304,0,0,0,0,0,0,0,0,0,1,1,1
2305,0,0,0,0,0,0,0,0,0,1,1,1
2306,0,0,0,0,0,0,1,1,0,1,1,1
2307,0,0,0,0,0,0,1,1,1,1,1,1
2308,1,0,0,1,0,0,0,0,1,0,1,1
2309,1,1,1,1,1,0,0,0,0,0,1,1
2310,1,1,1,1,1,1,1,0,0,0,0,1
2311,0,1,1,0,1,1,1,1,1,1,0,1
2312,0,0,0,0,0,1,1,1,1,0,0,1
2313,0,0,0,0,0,0,1,1,1,0,1,1
2314,0,0,0,0,0,0,1,1,1,1,1,1
2315,0,0,0,0,0,0,0,1,1,1,1,0
2316,0,0,0,1,0,0,0,0,0,1,0,0
2317,1,1,0,1,1,0,0,0,0,0,1,1
2318,1,1,1,1,1,1,0,0,0,0,1,0
2319,1,1,1,0,1,1,1,1,1,0,1,0
2320,1,1,1,1,1,1,0,1,0,0,0,1
2321,1,1,1,1,1,1,1,0,1,0,0,1
2322,0,1,1,1,1,1,1,1,0,1,0,1
2323,0,0,0,0,0,0,1,1,1,1,0,1
2324,0,0,0,0,0,0,1,1,1,1,1,1
2325,0,0,0,0,0,0,0,1,1,1,1,1
2326,0,0,0,0,0,0,0,0,1,1,1,1
2327,1,0,0,0,0,0,0,0,0,1,1,1
2328,0,0,0,0,0,0,1,0,0,1,1,1
2329,1,1,1,0,0,0,0,1,0,1,1,1
2330,1,1,1,1,1,0,0,0,0,0,1,1
2331,1,1,1,1,1,1,0,0,0,0,0,0
2332,1,1,1,1,1,1,1,0,0,0,0,1
2333,0,1,1,0,1,1,1,1,1,1,0,1
2334,1,0,1,1,1,1,0,1,1,0,0,1
2335,0,0,0,1,1,1,1,0,1,0,0,0
2336,1,1,1,1,1,1,0,0,0,0,0,0
2337,1,1,1,1,1,1,0,0,0,0,0,0
2338,1,1,1,1,1,1,0,0,0,0,0,0
2339,1,1,1,1,1,1,1,1,0,0,0,0
2340,1,1,1,1,1,1,0,0,0,0,0,0
2341,1,1,1,1,1,1,1,0,1,0,0,0
2342,1,1,1,1,1,1,1,1,0,0,0,0
2343,0,0,0,0,1,1,1,1,1,1,0,0
2344,0,0,0,0,0,0,1,1,1,1,0,1
2345,0,0,0,0,0,0,0,1,1,1,1,0
2346,0,0,0,0,0,0,1,1,1,1,1,1
2347,0,0,0,0,0,0,0,1,1,1,1,1
2348,0,0,0,0,0,0,0,0,1,1,1,1
2349,0,0,0,0,0,0,1,1,1,1,1,1
2350,0,0,0,0,0,0,0,1,1,1,1,1
2351,0,0,0,0,0,0,1,1,1,1,1,1
2352,0,0,0,0,0,0,0,1,1,1,1,1
2353,0,0,0,0,0,0,1,0,1,1,1,1
2354,0,0,0,0,0,0,0,0,0,1,1,1
2355,0,0,0,0,0,0,1,0,0,1,1,1
2356,0,0,0,0,0,0,1,1,1,1,1,1
2357,0,0,0,0,0,0,1,1,1,1,1,1
2358,0,0,0,0,0,0,0,1,1,1,1,1
2359,0,0,0,0,0,0,0,0,1,1,1,1
2360,0,0,0,0,0,0,1,1,1,1,1,1
2361,0,0,0,0,0,0,0,0,0,1,1,1
2362,1,1,0,1,1,0,0,0,0,0,0,1
2363,0,1,1,0,0,0,1,1,0,1,1,1
2364,0,0,0,0,0,0,1,1,1,1,1,1
2365,0,0,0,0,0,0,1,1,1,1,1,1
2366,0,0,0,0,0,0,1,1,1,1,1,1
2367,0,0,0,0,0,0,0,1,1,1,1,1
2368,0,0,0,0,0,0,0,0,0,1,1,1
2369,0,0,0,0,0,0,1,0,0,1,1,1
2370,0,0,0,0,0,0,0,1,0,1,1,1
2371,0,0,0,0,0,0,1,1,1,1,1,1
2372,0,0,0,0,0,0,0,1,1,0,1,1
2373,0,0,0,0,0,0,1,1,1,1,1,1
2374,1,0,0,1,0,0,0,0,0,1,0,1
2375,1,1,1,1,1,1,0,0,0,0,0,1
2376,0,1,1,1,1,1,1,1,0,1,0,1
2377,0,0,1,0,0,1,1,1,1,0,1,0
2378,0,0,0,0,0,0,0,1,1,0,1,0
2379,1,1,1,1,1,1,0,0,0,0,0,0
2380,1,1,1,1,1,1,1,0,0,0,0,0
2381,1,1,1,1,1,1,0,0,0,0,0,0
2382,1,1,1,1,1,1,1,0,0,0,0,0
2383,0,1,1,1,1,1,1,1,1,0,0,0
2384,0,0,1,0,1,1,1,1,1,0,1,0
2385,0,0,0,0,0,0,0,1,1,1,0,0
2386,0,0,0,0,0,0,1,0,1,1,0,0
2387,0,0,0,0,0,0,1,1,1,1,0,1
2388,0,0,0,1,0,0,0,0,0,1,1,0
2389,1,1,0,1,1,0,0,0,0,0,1,0
2390,1,1,1,1,1,1,0,0,0,0,0,0
2391,1,1,1,1,1,1,0,0,0,0,0,0
2392,1,1,1,1,1,1,0,0,0,0,0,0
2393,1,1,1,1,1,1,1,0,0,0,0,0
2394,1,1,1,1,1,1,1,1,0,0,0,0
2395,1,1,1,1,1,1,1,1,1,0,0,0
2396,1,1,1,1,1,1,1,1,1,0,0,0
2397,0,0,1,1,1,1,1,1,1,1,0,0
2398,0,0,0,1,1,1,0,1,1,1,0,0
2399,0,0,0,1,1,1,0,0,0,1,0,0
2400,1,0,0,1,1,1,0,0,0,1,0,0
2401,1,1,1,1,1,1,0,0,0,0,1,0
2402,1,1,1,1,1,1,1,0,0,0,1,0
2403,1,1,1,1,1,1,1,1,0,0,1,0
2404,0,1,1,0,0,1,1,1,1,0,1,1
2405,1,1,1,1,1,1,0,0,1,0,0,1
2406,1,1,1,1,1,1,0,0,0,0,0,0
2407,1,1,1,1,1,1,0,0,0,0,0,0
2408,1,1,1,1,1,1,0,0,0,0,0,0
2409,1,1,1,1,1,1,0,0,0,0,0,0
2410,1,1,1,1,1,1,1,0,0,0,0,0
2411,1,1,1,1,1,1,1,1,0,0,0,0
2412,1,1,1,1,1,1,0,0,1,0,0,0
2413,1,1,1,1,1,1,1,1,1,0,0,0
2414,0,1,1,1,1,1,1,1,1,0,0,0
2415,1,1,1,1,1,1,0,0,0,1,0,0
2416,1,1,1,1,1,1,0,0,0,0,0,0
2417,1,1,1,1,1,1,0,0,0,0,0,0
2418,1,1,1,1,1,1,0,0,0,0,0,0
2419,1,1,1,1,1,1,1,1,1,0,0,0
2420,1,1,1,1,1,1,0,0,0,0,0,0
2421,1,1,1,1,1,1,1,0,1,0,0,0
2422,1,1,1,1,1,1,0,1,0,0,0,0
2423,0,0,0,0,1,1,1,1,1,1,0,0
2424,1,0,0,1,1,1,0,0,0,1,0,0
2425,0,1,0,1,1,1,1,0,1,0,0,0
2426,1,1,1,1,1,1,0,1,0,1,0,0
2427,0,1,1,0,1,1,1,1,1,0,1,0
2428,0,0,0,0,0,1,1,1,1,1,0,0
2429,1,1,1,1,1,1,0,0,0,0,0,0
2430,1,1,1,1,1,1,1,0,0,0,0,0
2431,1,1,1,1,1,1,1,1,0,0,0,0
2432,0,0,1,0,0,1,1,1,1,1,0,1
2433,0,0,0,0,0,0,1,1,1,1,1,1
2434,0,0,0,0,0,0,1,1,1,1,1,1
2435,0,0,0,0,0,0,0,0,0,1,1,0
2436,0,0,0,0,0,0,1,1,1,1,1,1
2437,0,0,0,0,0,0,0,1,1,1,1,1
2438,0,0,0,0,0,0,1,1,1,1,1,1
2439,0,0,0,0,0,0,0,1,1,1,1,1
2440,0,0,0,0,0,0,1,0,1,1,1,1
2441,0,0,0,0,0,0,0,0,0,1,1,1
2442,0,0,0,0,0,0,1,1,1,1,1,1
2443,0,0,0,0,0,0,0,1,1,1,1,1
2444,0,0,0,0,0,0,1,1,1,0,1,1
2445,0,0,0,0,0,0,0,1,1,1,1,1
2446,1,1,1,1,1,0,0,0,0,0,0,0
2447,1,1,1,1,1,1,0,0,0,0,0,0
2448,1,1,1,1,1,1,1,1,0,0,0,0
2449,1,1,1,1,1,1,1,1,1,0,0,1
2450,0,0,1,0,0,1,1,1,1,0,1,0
2451,0,0,0,0,0,0,1,1,1,1,1,1
2452,0,0,0,0,0,0,1,1,1,1,1,1
2453,0,0,0,0,0,0,1,1,1,1,1,1
2454,0,0,0,0,0,0,1,1,1,1,1,1
2455,0,0,0,0,0,0,1,1,1,1,1,1
2456,1,0,0,1,0,0,0,0,0,0,1,0
2457,1,1,0,1,1,0,1,0,0,0,1,1
2458,1,1,1,1,1,1,0,0,0,0,1,1
2459,1,1,1,1,1,1,1,1,1,0,1,1
2460,1,1,1,1,1,1,1,1,1,0,0,1
2461,0,1,1,0,1,1,1,1,1,0,0,1
2462,1,1,1,1,1,1,0,1,1,1,0,1
2463,0,0,0,1,1,1,1,0,1,1,0,1
2464,0,0,0,0,1,1,1,1,0,1,0,0
2465,0,0,0,0,0,1,1,1,1,1,1,0
2466,0,0,0,0,0,0,1,1,1,1,1,0
2467,0,0,0,0,0,0,0,1,1,1,1,0
2468,0,0,0,0,0,0,1,1,1,1,1,1
2469,0,0,0,0,0,0,1,1,1,1,1,1
2470,0,0,0,0,0,0,0,1,1,1,1,1
2471,0,0,0,0,0,0,1,1,1,1,1,1
2472,1,0,0,1,0,0,0,0,0,0,1,1
2473,1,1,1,1,1,1,0,0,0,0,0,0
2474,1,1,1,1,1,1,0,0,0,0,0,0
2475,1,1,1,1,1,1,1,0,0,0,0,0
2476,1,1,1,1,1,1,1,1,0,0,0,0
2477,1,1,1,1,1,1,1,1,1,0,0,0
2478,1,1,1,1,1,1,1,1,1,0,0,0
2479,1,1,1,1,1,1,0,0,1,0,0,0
2480,1,1,1,1,1,1,1,0,1,1,0,0
2481,1,0,0,1,1,1,0,1,0,1,0,0
2482,1,1,0,1,1,1,0,0,0,0,0,0
2483,1,1,1,1,1,1,0,0,0,0,0,0
2484,1,1,1,1,1,1,1,0,0,0,0,0
2485,1,1,1,1,1,1,1,1,1,0,0,0
2486,1,1,1,1,1,1,0,1,1,0,0,1
2487,1,1,1,1,1,1,0,0,1,0,0,0
2488,1,1,1,1,1,1,0,0,0,0,0,0
2489,0,1,0,0,1,1,1,1,1,1,0,0
2490,0,0,0,0,0,0,1,1,1,1,1,0
2491,0,0,0,0,0,0,0,1,1,1,1,1
2492,0,0,0,0,0,0,0,0,1,1,1,0
2493,1,0,0,0,0,0,0,0,0,1,1,0
2494,0,1,0,0,0,0,1,0,0,1,1,1
2495,0,0,0,0,0,0,1,1,0,1,1,1
2496,0,0,0,0,0,0,1,1,1,1,1,1
2497,0,0,0,0,0,0,0,1,1,0,1,1
2498,0,0,0,0,0,0,1,1,1,1,1,1
2499,0,0,0,0,0,0,0,0,0,1,0,1
2500,0,0,0,0,0,0,1,1,1,1,1,1
2501,0,0,0,0,0,0,1,1,1,1,1,1
2502,0,0,0,0,0,0,1,1,1,1,1,1
2503,0,0,0,0,0,0,1,1,1,1,1,1
2504,0,0,0,0,0,0,0,1,1,1,1,1
2505,1,0,0,0,0,0,0,0,0,1,1,1
2506,1,1,0,1,1,0,0,0,0,0,1,1
2507,0,1,1,0,0,0,1,1,0,1,1,1
2508,0,0,1,0,0,0,1,1,1,1,1,1
2509,0,0,0,0,0,0,1,1,1,0,1,1
2510,1,0,0,0,0,0,0,0,0,0,1,1
2511,0,0,0,0,0,0,1,1,1,1,1,1
2512,0,0,0,0,0,0,1,1,1,1,0,1
2513,0,0,0,0,0,0,1,1,1,1,1,1
2514,0,0,0,0,0,0,1,1,1,1,1,1
2515,0,0,0,0,0,0,0,0,1,1,1,1
2516,1,0,0,1,0,0,0,0,0,1,1,0
2517,1,1,1,1,1,0,1,0,0,1,1,1
2518,0,0,1,0,0,0,1,1,1,1,1,1
2519,0,0,0,0,0,0,0,1,1,1,1,1
2520,0,0,0,0,0,0,0,0,1,0,1,1
2521,0,0,0,0,0,0,1,0,0,1,1,1
2522,0,0,0,0,0,0,1,1,1,1,1,1
2523,0,0,0,0,0,0,1,1,1,1,1,1
2524,0,0,0,0,0,0,1,1,1,1,1,1
2525,0,0,0,0,0,0,1,1,1,1,1,1
2526,0,0,0,0,0,0,0,1,1,1,1,1
2527,0,0,0,0,0,0,1,1,1,1,1,1
2528,0,0,0,0,0,0,0,0,0,1,1,1
